Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
27,1,145.1629729677761,1.6991576263728656,205,135,60,1.1563974519492255,625.5640424845099,1,34.013346724849775,2.7010283190962787,3,2,26.76925228030913
15,1,77.2829981001974,1.771472853661293,185,164,53,1.101636909601053,601.6385208141867,0,11.995293779357791,3.5010189841728825,3,2,14.415295841079887
18,1,87.78760093317443,1.6715616444572068,201,161,75,1.6985322563604264,593.464669222455,1,23.41140853851659,2.454143944897057,2,2,24.10568672509615
26,1,99.17122718641326,1.573338503393489,197,127,52,1.2687908086431563,1266.318929086366,0,18.560707098363892,3.722548282822635,5,1,24.255813674368888
19,1,89.87251803049705,1.652518998559184,162,153,61,1.4032228027158247,329.1200505283582,1,24.027761003405526,3.3008642759651403,3,2,17.798365551182865
13,1,101.55960197067058,1.5172565151257515,202,160,70,1.0082220634346013,378.24725107967447,2,28.960953832221136,1.5497696007955013,3,3,14.980592381136432
26,0,71.57568504083679,1.8821426432466137,176,161,50,1.0113902027528785,532.7464996369163,3,25.752719182011344,3.2464456518707543,3,3,24.474976937028448
40,1,96.379094885464,1.657840511755437,175,129,69,1.3439931593273622,912.3693744900987,2,24.292470517741396,2.7800832871979426,3,1,26.68875316945473
45,1,131.69451548266076,1.7553170366046689,179,142,67,0.6469832424025913,120.07705085436942,1,15.48697837300459,3.5923138757841167,3,2,22.03628547196645
42,1,57.8130994312001,1.6087667803633,192,164,70,2.120335802914427,399.24045116709317,1,20.28581638644484,2.7421407976616625,3,2,23.252924792367168
56,1,49.516658356856595,1.7670730787154219,184,138,55,1.194669138092403,469.64456200558874,1,26.527226829673772,2.836035319513746,4,3,20.000240172347144
53,1,97.77812459728604,1.8455889870270228,191,157,61,1.205968573521914,970.7170313521558,0,22.39480486370714,2.7495802397084597,3,1,32.408906840383025
31,0,97.06507208756047,1.99527311434482,172,127,63,1.2435683811679867,149.7709971706783,2,27.135524132746895,2.776466074890264,3,3,25.25817915072154
23,1,80.00537214273321,1.6192068509402053,203,164,63,1.7726382982759206,694.5574894992114,0,17.125131576207565,3.085655561285563,4,3,34.93752841419209
46,1,79.45608378164954,1.6323418983065212,163,146,74,1.2794665712770406,543.9726969422065,1,7.971534995646519,2.8431208287802052,2,2,59.79153955911984
17,1,100.01938466330972,1.4887990905779116,193,172,66,0.7311364700598446,493.3500149826255,0,29.199833853493757,3.400945713856976,3,3,31.349216297845235
20,0,81.10134152104284,1.774083888270603,186,118,67,1.5363956471454001,768.2350747547885,0,27.65342480692138,3.761692711510115,2,2,32.34764233688697
58,1,124.26349250916068,1.7985740896583806,165,132,71,1.5490027763116667,538.5508238437872,1,22.63473399009211,2.74423444287405,3,3,26.506434716489142
24,1,106.65095688499011,1.7973069205989363,200,143,67,1.6562228389958071,647.6225791404386,0,28.1699654030555,2.317920940259817,3,3,45.02251997720512
53,1,66.48371187703646,1.4379533924536965,206,172,49,0.5995765251456635,715.0133335042831,1,30.457935062030085,2.4876431416785083,3,2,20.750389569401555
61,0,77.05075637241687,1.7997826378791073,190,152,71,1.442243166220536,1185.144192282225,0,27.223280045173393,2.594634700390911,4,3,28.142910199440756
44,1,95.69585081586314,1.8177819208100052,173,173,66,0.9088947505780098,1482.5812183372025,2,11.615160129001353,3.19293512414792,3,1,11.223890947946078
53,1,110.995344257639,1.8870693098628424,176,136,51,1.1721461719098514,839.2567943525489,0,27.3374219347422,2.5271325130164985,2,1,27.20686182578125
19,1,119.89523984631253,1.7594579502179037,183,128,49,1.5995145411274614,1003.4459264226251,2,25.10386021401423,3.1076666844278,3,3,24.69601079443521
29,1,100.85352115978907,1.698342138974839,175,169,60,1.9323294456606865,274.3144058440226,2,34.48777596652157,3.036065775621693,4,3,14.419944882241168
19,0,77.86453113137085,1.959239496520232,203,135,71,1.65635543193092,383.3580094984982,2,24.11279815811322,1.6630583982990534,4,2,47.13683474757429
45,0,97.66222163395176,1.7485447794997748,194,154,47,0.7033310040102396,467.67737556386857,1,26.422628956952316,2.6814607287997783,4,2,49.839804270400876
26,1,56.58824560934244,1.6785890159909718,169,136,71,0.8299287147564405,209.27747033337585,0,4.977417987563342,2.47469399323562,3,2,23.506938911280645
22,1,101.84491651402365,1.8164217541647807,169,166,71,1.6635503574582966,536.9851972749327,2,28.490442198256538,2.6195578168179297,3,2,43.98268530352193
27,1,66.19818308981854,1.714636764542041,182,132,50,1.499309614365001,556.5262759390004,3,21.608588391253583,2.633045049511312,2,3,24.401414413313272
41,1,96.61026440163046,1.8149119312310882,166,121,54,0.9596674039100127,734.6320411530011,2,34.894594214859445,2.9729613612756833,2,2,13.496133068419155
16,0,87.55082060004419,1.8129722107712638,173,122,65,0.4963104920034951,1087.310274145132,2,27.51477851939747,2.234654473604289,2,2,25.565346713938595
27,1,74.12907771596984,1.8411194027099036,170,135,55,1.824913301465514,141.19086752359328,3,15.890534857763031,2.7679911658501464,2,1,49.98619553603906
13,0,87.64166113166013,1.5844527503968993,197,161,69,2.1282657915815997,905.6475204027619,3,26.67876020118062,2.6209195279025055,2,3,29.103248314059993
16,0,108.67607082529491,1.6978859375140056,195,155,47,1.290023439051041,461.7267995406117,0,16.941529043954933,3.417726466971725,3,2,34.30141063547096
14,0,132.17542347499463,1.741419429939343,194,173,76,1.210714326998648,741.2302212093844,1,8.971386708515345,3.2438645370189976,3,2,38.86753470424936
20,1,74.3656026887212,1.8395804649489218,164,148,65,1.2371155615556932,1271.6036944229668,1,13.325185916322297,2.9010353837544827,3,2,31.96667125559614
33,1,78.19429973167907,1.516322581796927,190,126,63,1.9153721240282089,168.4451389307299,0,24.60983826619781,2.7018357828796997,2,2,16.52113308278761
18,1,57.84610818440572,1.7936026263476192,165,173,57,1.4758376602980317,581.0574397996784,0,16.79643636521136,2.3407976572111777,3,3,32.193925855189484
28,0,111.92894155976046,1.4871654843466404,168,158,63,1.0672005335091683,1123.7817878005542,0,23.347137619748025,2.967974414267458,4,2,28.633756640797863
39,1,90.12962147303915,1.7478633068368206,194,149,67,1.5889113297312933,584.0308227013244,2,14.08676294449209,3.2030496131290915,2,2,33.24567080785412
17,1,82.00158310176073,1.6831588455117266,165,126,70,1.592590411353487,510.61437346673404,2,27.702090502049266,2.849501943052384,3,2,34.64724249602178
37,1,83.7874652823053,1.9340925964978117,171,128,56,1.1907084909600723,631.0619830116044,2,17.227468476366155,3.4163719524498593,3,2,14.875864060172539
32,1,104.50516087518653,1.6118453145119378,167,140,50,1.7737765416984579,1328.6880203181631,0,22.880941278673447,1.8467288229392245,4,1,26.317233422537903
22,1,112.22630624951086,1.7761644330159225,201,160,72,1.2361566618536286,859.4484566846517,3,22.11107809733783,2.3734316511630653,6,2,27.64052666846447
26,1,117.28725181159862,1.6270756019851844,189,176,73,1.2199724213765386,247.59037470888308,3,19.00599907956213,2.7765300240157145,3,2,31.1009414300075
22,1,115.35771621678613,1.7545339151343988,173,165,66,0.36441448492003364,886.2967568976651,1,26.68307630828452,2.5002018592957276,2,1,21.58821021606011
31,1,100.06910954252949,1.532143232348834,187,139,51,0.877632028981974,267.73119387357315,1,26.022737099317567,3.6017776736637037,3,3,22.361701041863842
58,0,76.87004702680319,1.8708480373613794,164,149,50,0.8850452040469512,560.9027310669284,0,9.417712825967111,2.4606015222963857,3,3,25.27774291055333
19,1,98.79476837865823,1.8670836062276879,196,159,57,0.8692008541229969,860.0121178175053,3,28.28250388929235,3.8734897187058204,3,3,34.66564005195964
45,1,79.05685293720978,1.8709933291157261,189,131,68,1.1063490370366882,568.2943415790141,3,24.567882365553906,2.9271240380196133,3,3,35.37741619917985
23,1,80.65721601718116,1.669041172841975,179,138,56,1.5589274213481574,506.13222551771906,2,17.9877516042964,3.181699771103583,3,3,32.237919403891105
13,1,55.26277817722156,1.5784428224340217,197,141,74,1.8635533696999969,461.6445831363081,0,28.29116591560324,2.6231255781105016,3,1,39.92311210746302
57,1,92.26506025329107,1.6685201144692345,170,162,73,1.732031827982906,619.4153905858076,1,24.92126148269578,1.3578292209436538,4,1,23.6392072290626
42,1,76.1296257440853,1.7889643238985038,190,132,69,1.5283045328287679,71.81742696800194,1,12.328776657529675,3.6286972134046143,3,2,32.351962505828574
52,1,105.15375744345322,1.6289207791047253,200,172,63,1.0901436837635436,431.1460037478773,1,14.574115005904833,2.740181215884987,2,2,30.832240818138427
23,1,84.24888515003829,2.0223716613867935,188,169,56,1.3483308238342842,721.3269494332901,3,18.04536275152202,2.657628178895934,2,2,22.912167042079204
42,1,60.88264059580395,1.7200539691586088,201,139,63,0.9433474580209565,332.4591947167992,0,8.420671231335835,2.773654597872135,2,3,38.17133079824955
53,0,141.44838997262934,1.7146664381073717,170,153,48,1.3319868835322821,1571.232783649445,1,19.85359205782878,2.638497790326981,5,3,13.350370588540454
14,1,87.65892983929194,1.5917146314389685,193,139,50,1.471593411942357,894.0125869284184,1,32.7500559639617,3.600323440687243,3,2,32.87623989179328
21,0,97.41720787208864,1.7875160676848534,164,152,51,1.0741979531729495,1062.8973906888732,2,11.27680507040171,2.6207635768168025,2,2,37.437682106064926
23,1,91.4712144038536,1.5822232565200007,187,140,66,0.5668574255016559,473.9912630977868,0,12.103700132362349,2.5878442411548246,2,2,33.6945456417662
23,0,118.1954285443859,1.6839607096361204,188,153,66,1.5609154151210565,1147.770928753324,2,22.269209773023707,2.9173996586648716,4,1,26.794290016814323
16,1,88.4731519820429,1.750164596580066,195,173,73,0.9989135681471015,169.9214043261914,0,22.759803551188604,2.2292844747236518,3,3,24.404232645535316
34,1,99.71306507001543,1.8217608210447997,166,159,68,1.2328150507541806,769.5037253183583,1,30.573166965713995,2.866393684566929,6,2,15.729874244815962
25,0,122.87082190865604,1.7375728525264669,176,161,55,0.8407638346441652,811.4381513137936,1,13.034505764331744,3.6660151202577813,3,3,22.323511682827032
41,1,121.86034347567639,1.6890733122881916,172,169,59,2.190258865258604,1105.8506127788874,1,21.81707989714983,2.9068335675324817,3,2,23.38252164519331
14,0,112.45817112563178,1.6523201899609452,200,141,50,1.004993329616101,573.369550950154,3,23.730137712797426,2.6866825625353083,4,2,36.11776919118202
24,1,110.95709803939906,1.8744107769119958,201,142,65,2.1492950792599332,550.0095842630848,3,22.923228802686143,3.768414718993095,4,3,30.3565636907189
34,1,105.74194859595929,1.5922795340057527,181,139,62,0.6458023111900668,875.292634297283,0,10.584315709420233,2.7357138939574552,4,1,39.566589686994604
51,1,135.1013545313255,1.7741687358058957,192,132,58,1.4881985042304606,767.2998591616453,2,12.719677914638057,3.2842410592136684,3,3,28.586189898568534
19,0,79.87982341503393,1.7620163138299407,196,171,64,1.4129819022539545,675.9257440779231,0,11.315104524564598,2.6987700331355753,3,2,15.429522529827576
22,1,105.13740554322779,1.5986891165989114,193,144,56,0.8912928651457172,444.37806139404313,1,8.057380012112123,2.450740180611809,5,2,38.600847760236384
49,1,102.73345432089508,1.6779839506428371,202,160,64,1.6345500789149239,644.6832641446005,1,7.5930558692535985,3.752993885236277,3,2,15.363544727281596
35,1,70.93633532269435,1.6187747061348599,198,163,65,1.129743403258911,610.701645997954,3,21.66706424545361,2.7251767410715844,3,2,29.01731338331451
55,1,56.35274995447739,1.9415068961901314,169,139,62,1.50118913311303,832.2018986718786,2,32.19042982544349,2.5822571160553607,3,2,35.87797853043141
44,1,63.90974707329072,1.9266417559821947,191,132,53,0.5703691353156166,370.99492713918073,1,7.767234457868068,3.3614811934050257,3,2,29.342080168271465
27,1,98.45685786417411,1.6648326818950536,198,173,49,0.8994780221617226,296.376703059062,1,27.77989518817548,2.8097370948406315,3,3,24.726793325010934
24,1,152.3004464096861,1.9304726319701946,162,140,75,1.795267237240641,809.2098050550353,1,31.695355918391154,2.594240768154519,4,2,17.451765280929393
42,1,109.05961519882463,1.4994012864304216,192,175,46,1.9503833798806498,467.54901827817577,2,17.827629761414197,2.983587917307049,3,1,25.120217538385265
39,0,106.87212471062988,1.6677689497656347,174,123,49,1.014101385513897,1520.8344065037231,0,28.74589911133766,3.281224040110059,3,2,20.856914305193474
43,1,70.11864877759668,1.8223526384366413,197,126,69,1.6414195324307383,604.0720433639856,1,27.5283887166239,1.4996860971281258,3,3,24.62088473941062
34,0,72.4039476253167,1.8978523952003157,191,153,71,1.0865925046995952,889.6454302224449,0,22.328775188389642,2.086850370690691,4,2,21.831236690687987
28,1,110.41885898957904,1.5623143234448322,186,143,70,1.050126832771098,466.9494424482681,0,12.115106802380069,1.726837810528362,2,3,30.415756491334164
32,1,101.15830841827531,1.7034575048637874,203,151,55,2.180754330843436,1230.8081072688337,3,26.355756633876585,2.957676644939805,2,2,21.210737182901376
25,1,152.01499494593736,1.6296299216028733,183,171,69,1.4908784486281923,725.8912539896573,2,13.622264063060689,2.3279917405523665,3,2,32.59733586933492
38,1,74.59213774026823,1.7589648654319985,185,121,51,1.55751023293666,799.8814764690031,0,16.815640499913243,2.791836231763486,3,1,35.64719613963605
19,1,108.56279423700313,1.585948396200314,194,152,62,1.9645757811269524,526.388282141399,1,28.280258780212026,3.2578177647542472,2,2,16.205796180339156
43,1,95.74342930624202,1.6589568356937814,183,146,54,1.105453804639016,408.770743811942,1,28.07049701731679,2.756301878302656,3,1,25.06818394929981
32,1,84.36528935863356,1.8197174703837038,196,142,52,0.9462380000681204,463.9714021451838,3,30.675228745067017,3.031214696719704,3,3,11.28704326565723
24,1,76.94458312467631,1.8118475654928812,196,129,51,0.7310590774158344,504.46874275630915,1,26.21221435890218,2.393541555214409,3,1,17.610009209964026
56,1,74.4085018810814,1.5043938416425453,186,169,70,1.2039497669471146,1014.9144807029561,1,26.959730405410124,2.302131644947154,3,2,51.50122655631317
20,0,87.70180339049352,1.885546492337652,162,153,70,1.236415723609618,787.5057637658557,3,29.638756843477797,3.1458655497266013,3,1,29.689517716258763
58,0,93.52253481506767,1.9222049581601501,171,164,50,1.293522592330702,665.4005105581534,3,27.982619439913034,2.740815528935634,3,1,43.92125946607609
16,1,70.38177864101202,1.6087360292882398,199,145,69,1.3808918948611266,1171.9922832416198,2,32.84090798382209,3.1039149572753977,3,2,24.323538830201446
29,1,112.48001077435377,1.80816018271495,155,174,52,0.8449415457125116,452.4321230218894,1,24.244487231603376,2.995171322431162,3,2,38.602079277289064
50,1,90.71871910683342,1.6680104242513498,162,143,66,0.9875932824388762,950.6984073471176,2,10.792904199238343,2.6558470391002715,4,2,34.39900868363267
29,1,58.8794096266428,1.6103699520763075,169,146,49,1.6434260981059488,584.2527913396391,0,25.060748339166807,2.446825532511313,2,1,18.74572184208202
44,1,78.44976783245889,1.6463660231266581,182,158,47,1.4386750485229636,936.2518031028021,3,7.524978707103264,2.634331388318251,2,3,19.901027977444308
15,1,111.00211308454628,1.503440121079688,181,132,62,1.0160063171381102,642.6890836259197,0,22.55315187763562,3.3881736404987137,3,1,32.66655822430636
63,0,70.32462367633138,1.9985889216985762,189,139,70,2.2028255787802706,711.8196112369922,1,22.004430795622575,3.0208183186103676,4,2,18.687466811005006
23,0,76.87906863065766,1.7741999523286105,185,153,70,1.6496664573389332,536.470014515202,2,23.458004019522605,2.8303722431763596,3,2,18.808331111281152
15,0,80.53555425486806,1.5952214197866201,195,132,65,0.5410261774232832,583.9475397297392,2,16.773794065151737,2.513726150162614,4,2,30.68434132730841
10,1,101.73877696243991,1.72014464873187,198,170,65,0.7919872470006027,458.6045260489302,1,29.892675151052593,3.2127908209201523,3,3,20.783246317536047
42,0,63.183915030095285,1.9444028088138146,188,173,71,2.1664753069156055,841.283564667744,0,17.594218473018405,3.588983797034696,3,1,20.90848161042675
10,0,112.04574712329614,1.6583773214993167,186,125,74,1.6305364136432219,787.8444057019383,0,14.654887696716838,2.6778980010321605,3,2,38.50207810037049
50,0,64.85070602897576,1.778375353809019,172,140,67,1.1701562848214646,266.6696439820023,2,30.356904027532767,2.4636537784067905,3,2,23.25232276825831
17,1,96.22738424261776,1.7282553554629685,199,131,59,0.7181014728082197,397.1152179277578,1,27.44835336813575,2.5327300235016565,5,2,22.002171222403337
15,0,133.48809204825116,1.7115060066200716,196,134,70,1.0423658495396435,1029.7841594846677,2,15.134525420052508,2.690011535571858,3,1,20.203974513790758
31,1,110.69343937964089,1.8830663716946896,167,140,61,0.8076155423076072,490.3134081680983,3,26.139659967014193,3.730403102121751,4,1,13.562563995877
15,0,93.48165700003891,1.8637323016930678,188,152,53,1.5131812916257985,664.6259732351388,3,29.10305041805794,2.612565751759062,4,2,16.360886019190623
47,1,110.57795174488301,1.7960197372025453,165,148,52,0.8833299838221249,568.3508791579633,0,10.993388635714684,2.672275160985365,4,3,34.49941637903722
